[GA] start pop=400 gen=300 mut=0.15 customers=10 trucks=2 drones=2
[GA] gen=-1 feasible=400/400 bestFitness=182 bestCmax=182 bestPenalty=0 avgFitness=229.542
[GA] gen=0 feasible=332/400 bestFitness=182 bestCmax=182 bestPenalty=0 avgFitness=11088.4 children=399 twoPoint=197 mutCustomer=65 mutDrone=100 globalBestCmax=182 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=236 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9294.98 children=399 twoPoint=204 mutCustomer=61 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=237 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8519.45 children=399 twoPoint=211 mutCustomer=59 mutDrone=106 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=238 feasible=342/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10746.1 children=399 twoPoint=200 mutCustomer=76 mutDrone=115 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=239 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9644.49 children=399 twoPoint=178 mutCustomer=61 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=240 feasible=362/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6919.97 children=399 twoPoint=209 mutCustomer=54 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=241 feasible=347/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=11243 children=399 twoPoint=216 mutCustomer=64 mutDrone=76 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=242 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7319.84 children=399 twoPoint=202 mutCustomer=58 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=243 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8744.2 children=399 twoPoint=194 mutCustomer=60 mutDrone=113 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA-TS] Stagnation reached at gen=244 (30 gens stagnant). Running TS on 40 elite individuals...
[GA-TS] TS complete. New global best Cmax=141 Penalty=0 Feasible=1
[GA] gen=244 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8718.2 children=399 twoPoint=196 mutCustomer=56 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=245 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7869.29 children=399 twoPoint=187 mutCustomer=62 mutDrone=110 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=246 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9369.57 children=399 twoPoint=207 mutCustomer=66 mutDrone=97 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=247 feasible=364/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6618.91 children=399 twoPoint=199 mutCustomer=52 mutDrone=93 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=248 feasible=352/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9644.66 children=399 twoPoint=213 mutCustomer=70 mutDrone=78 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=249 feasible=350/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8870.3 children=399 twoPoint=209 mutCustomer=65 mutDrone=109 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=250 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9293.89 children=399 twoPoint=194 mutCustomer=58 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=251 feasible=358/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8218.56 children=399 twoPoint=203 mutCustomer=52 mutDrone=89 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=252 feasible=354/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9020.2 children=399 twoPoint=198 mutCustomer=66 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=253 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8444.59 children=399 twoPoint=196 mutCustomer=64 mutDrone=104 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=254 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8245.01 children=399 twoPoint=205 mutCustomer=67 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=255 feasible=347/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=11294.8 children=399 twoPoint=191 mutCustomer=74 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=256 feasible=346/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9945.22 children=399 twoPoint=178 mutCustomer=69 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=257 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7819.31 children=399 twoPoint=202 mutCustomer=57 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=258 feasible=361/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7619.59 children=399 twoPoint=197 mutCustomer=53 mutDrone=87 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=259 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8770.58 children=399 twoPoint=200 mutCustomer=67 mutDrone=110 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=260 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7845.25 children=399 twoPoint=222 mutCustomer=61 mutDrone=106 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=261 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8194.28 children=399 twoPoint=193 mutCustomer=62 mutDrone=94 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=262 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9519.22 children=399 twoPoint=198 mutCustomer=57 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=263 feasible=345/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10919.3 children=399 twoPoint=204 mutCustomer=67 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=264 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7943.28 children=399 twoPoint=196 mutCustomer=45 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=265 feasible=350/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10444.2 children=399 twoPoint=198 mutCustomer=64 mutDrone=97 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=266 feasible=345/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9320.01 children=399 twoPoint=222 mutCustomer=58 mutDrone=108 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=267 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9469.58 children=399 twoPoint=179 mutCustomer=63 mutDrone=101 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=268 feasible=358/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8119.8 children=399 twoPoint=200 mutCustomer=60 mutDrone=99 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=269 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6869.81 children=399 twoPoint=180 mutCustomer=53 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=270 feasible=362/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7693.45 children=399 twoPoint=202 mutCustomer=52 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=271 feasible=362/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7892.95 children=399 twoPoint=204 mutCustomer=49 mutDrone=76 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=272 feasible=343/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10769.8 children=399 twoPoint=201 mutCustomer=71 mutDrone=105 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=273 feasible=345/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10569.7 children=399 twoPoint=212 mutCustomer=67 mutDrone=106 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA-TS] Stagnation reached at gen=274 (30 gens stagnant). Running TS on 40 elite individuals...
[GA-TS] TS complete. New global best Cmax=141 Penalty=0 Feasible=1
[GA] gen=274 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9443.86 children=399 twoPoint=191 mutCustomer=57 mutDrone=97 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=275 feasible=348/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10369.6 children=399 twoPoint=196 mutCustomer=70 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=276 feasible=360/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7719.84 children=399 twoPoint=192 mutCustomer=57 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=277 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=6769.12 children=399 twoPoint=197 mutCustomer=48 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=278 feasible=352/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9419.66 children=399 twoPoint=188 mutCustomer=61 mutDrone=94 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=279 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9218.98 children=399 twoPoint=179 mutCustomer=56 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=280 feasible=353/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9369.19 children=399 twoPoint=199 mutCustomer=57 mutDrone=96 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=281 feasible=352/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9344.26 children=399 twoPoint=210 mutCustomer=61 mutDrone=90 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=282 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10318.6 children=399 twoPoint=199 mutCustomer=68 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=283 feasible=347/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10992.9 children=399 twoPoint=202 mutCustomer=67 mutDrone=88 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=284 feasible=354/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8469.55 children=399 twoPoint=206 mutCustomer=65 mutDrone=103 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=285 feasible=346/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10818.1 children=399 twoPoint=195 mutCustomer=62 mutDrone=86 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=286 feasible=349/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9170.8 children=399 twoPoint=216 mutCustomer=71 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=287 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9345.11 children=399 twoPoint=191 mutCustomer=68 mutDrone=102 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=288 feasible=362/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7344.01 children=399 twoPoint=211 mutCustomer=55 mutDrone=94 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=289 feasible=350/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9169.69 children=399 twoPoint=211 mutCustomer=64 mutDrone=101 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=290 feasible=357/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8544.19 children=399 twoPoint=205 mutCustomer=59 mutDrone=86 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=291 feasible=362/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7369.85 children=399 twoPoint=203 mutCustomer=64 mutDrone=94 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=292 feasible=343/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=11419.8 children=399 twoPoint=179 mutCustomer=76 mutDrone=93 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=293 feasible=359/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7795.31 children=399 twoPoint=188 mutCustomer=58 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=294 feasible=355/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8470.31 children=399 twoPoint=196 mutCustomer=63 mutDrone=91 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=295 feasible=350/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=10419.8 children=399 twoPoint=197 mutCustomer=71 mutDrone=95 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=296 feasible=350/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=9520.38 children=399 twoPoint=210 mutCustomer=64 mutDrone=98 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=297 feasible=363/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=7395.16 children=399 twoPoint=198 mutCustomer=61 mutDrone=114 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=298 feasible=356/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8571.02 children=399 twoPoint=203 mutCustomer=62 mutDrone=120 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
[GA] gen=299 feasible=351/400 bestFitness=141 bestCmax=141 bestPenalty=0 avgFitness=8894.36 children=399 twoPoint=187 mutCustomer=63 mutDrone=100 globalBestCmax=141 globalBestPenalty=0 globalBestFeasible=1
